tourney_name,round,year,total_2ndWon,total_1stIn,total_bpFaced,total_1stWon,total_SvGms,total_df,total_bpSaved,total_ace,%aces_por_punto,%doble_falta,%primer_serve_in,%primer_serve_won,%segundo_serve_won,%bp_saved,%bp_convertidos,%juegos_de_saques_ganados,%puntos_ganados_con_servicio,total_svpt,w_ace,l_ace
wimbledon,R16,2024,52.0,211.0,6.0,172.0,53.0,3.0,3.0,34.0,11.409395973154362,1.006711409395973,70.80536912751678,81.51658767772511,59.77011494252874,50.0,50.0,100.0,75.16778523489933,298.0,15.0,19.0
wimbledon,R32,2021,47.0,175.0,11.0,141.0,45.0,17.0,7.0,32.0,12.260536398467432,6.513409961685824,67.04980842911877,80.57142857142857,54.65116279069767,63.63636363636363,63.63636363636363,100.0,72.03065134099617,261.0,19.0,13.0
wimbledon,R32,2022,23.0,121.0,11.0,91.0,30.0,3.0,5.0,23.0,13.690476190476192,1.7857142857142856,72.02380952380952,75.20661157024794,48.93617021276596,45.45454545454545,45.45454545454545,100.0,67.85714285714286,168.0,20.0,3.0
wimbledon,R32,2024,37.0,142.0,14.0,113.0,33.0,4.0,12.0,28.0,13.592233009708737,1.9417475728155338,68.93203883495146,79.5774647887324,57.8125,85.71428571428571,85.71428571428571,100.0,72.81553398058253,206.0,20.0,8.0
wimbledon,R64,2018,50.0,183.0,23.0,149.0,50.0,12.0,17.0,24.0,8.02675585284281,4.013377926421405,61.20401337792642,81.4207650273224,43.103448275862064,73.91304347826086,73.91304347826086,100.0,66.5551839464883,299.0,11.0,13.0
wimbledon,R64,2019,57.0,158.0,6.0,127.0,44.0,15.0,2.0,36.0,13.953488372093023,5.813953488372093,61.240310077519375,80.37974683544303,56.99999999999999,33.33333333333333,33.33333333333333,100.0,71.31782945736434,258.0,22.0,14.0
wimbledon,R64,2021,89.0,219.0,37.0,155.0,56.0,15.0,28.0,40.0,10.638297872340425,3.9893617021276597,58.24468085106383,70.77625570776256,56.68789808917197,75.67567567567568,75.67567567567568,100.0,64.8936170212766,376.0,24.0,16.0
wimbledon,R64,2022,23.0,130.0,18.0,97.0,31.0,8.0,12.0,10.0,5.319148936170213,4.25531914893617,69.14893617021278,74.61538461538461,39.6551724137931,66.66666666666666,66.66666666666666,100.0,63.829787234042556,188.0,6.0,4.0
wimbledon,R64,2023,58.0,163.0,21.0,114.0,44.0,7.0,12.0,19.0,7.08955223880597,2.6119402985074625,60.820895522388064,69.93865030674846,55.23809523809524,57.14285714285714,57.14285714285714,100.0,64.17910447761194,268.0,9.0,10.0
wimbledon,R64,2024,45.0,130.0,12.0,107.0,38.0,8.0,8.0,32.0,14.814814814814813,3.7037037037037033,60.18518518518518,82.3076923076923,52.32558139534884,66.66666666666666,66.66666666666666,100.0,70.37037037037037,216.0,15.0,17.0
